line,tipo,data_ocorrencia,endereco,latitude,longitude
146,Homicidio,02/03/2017,"RUA PEDRO FLAMENGO, 81 JD SAO LUIS - 05844195 S.PAULO SP",-23.6596777,-46.7409023
151,Homicidio,06/03/2017,"RUA FRANCISCO XAVIER DE SALES, 540 JD SAO LUIS - 05830250 S.PAULO SP",-23.670229,-46.7447576
155,Homicidio,26/02/2017,"RUA ARIBUGU, 500 JD SAO LUIS - 05844020 S.PAULO SP",-23.6625324,-46.7410984
156,Homicidio,07/02/2017,"RUA SERRA DO APODI, 22 JARDIM HELENA - 08180460 S.PAULO SP",-23.4816516,-46.4096905
159,Homicidio,23/03/2017,"AVENIDA ENGENHEIRO EUSEBIO STEVAUX, 1728 CAMPO GRANDE - 04696000 S.PAULO SP",-23.6746079,-46.6975068
161,Homicidio,03/03/2017,"ESTRADA DO JACEGUAVA, 500 PARELHEIROS - 04870425 S.PAULO SP",-23.775959,-46.7285728
162,Homicidio,21/03/2017,"RUA DOMENICO MELLI, 414 ARTUR ALVIM - 03591110 S.PAULO SP",-23.5527925,-46.4815559
166,Homicidio,01/03/2017,"RUA DOUTOR COSTA VALENTE, 0 BRAS - 03052000 S.PAULO SP",-23.5387952,-46.6107155
167,Homicidio,15/03/2017,"AVENIDA INTERLAGOS, 200 CAMPO GRANDE - 04661000 S.PAULO SP",-23.6825852,-46.6901908
185,Homicidio,14/03/2017,"RUA PADRE CURSINO DE MOURA, 135 JARDIM COLINA - 04292070 S.PAULO SP",-23.6189113,-46.6137828
186,Homicidio,03/03/2017,"ALAMEDA RODRIGO DE BRUM, 1989 ERMELINO MATARAZZO - 03807230 S.PAULO SP",-23.5001451,-46.472176
198,Homicidio,24/03/2017,"RUA JUVENAL DE JERUSALEM, 262 GRAJAU - 04859060 S.PAULO SP",-23.7656831,-46.7068754
204,Homicidio,27/03/2017,"AVENIDA PRIMAVERA DE CAIENA, 851 SAPOPEMBA - 03981010 S.PAULO SP",-23.6144989,-46.5168578
227,Homicidio,09/03/2017,"AVENIDA PRESIDENTE CASTELO BRANCO, 7849 BARRA FUNDA - - S.PAULO SP",-23.5125995,-46.6815726
228,Homicidio,09/03/2017,"AVENIDA PRESIDENTE CASTELO BRANCO, 7849 BARRA FUNDA - - S.PAULO SP",-23.5125995,-46.6815726
229,Homicidio,09/03/2017,"AVENIDA PRESIDENTE CASTELO BRANCO, 7849 BARRA FUNDA - - S.PAULO SP",-23.5125995,-46.6815726
232,Homicidio,02/03/2017,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 6000 PIRITUBA - - S.PAULO SP",-23.4806478,-46.7253106
233,Homicidio,02/03/2017,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 6000 PIRITUBA - - S.PAULO SP",-23.4806478,-46.7253106
240,Homicidio,09/03/2017,"RUA ERCILIO CONTRUCCI, 59 SACOMA - 04177040 S.PAULO SP",-23.6438743,-46.6121421
247,Homicidio,20/03/2017,"AVENIDA DOS METALURGICOS, 2500 CIDADE TIRADENTES - 08471000 S.PAULO SP",-23.6014909,-46.399112
251,Homicidio,07/03/2017,"RUA VICENTE DE CARVALHO, 100 CAMBUCI - 05281070 S.PAULO SP",-23.5615175,-46.6180736
254,Homicidio,24/03/2017,"RUA BERGSON, 1866 VILA LEOPOLDINA - 05301060 S.PAULO SP",-23.5342223,-46.720887
255,Homicidio,25/03/2017,"AVENIDA DOUTOR GASTAO VIDIGAL, 700 VILA LEOPOLDINA - 05314000 S.PAULO SP",-23.5249266,-46.7413416
257,Homicidio,25/03/2017,"AVENIDA DOUTOR GASTAO VIDIGAL, 700 VILA LEOPOLDINA - 05314000 S.PAULO SP",-23.5249266,-46.7413416
260,Homicidio,23/03/2017,"RUA RECANTO DO SOL, 87 IGUATEMI - 08382340 S.PAULO SP",-23.6132642,-46.4229022
262,Homicidio,10/03/2017,"RUA CAVALHEIRO, 169 BRAS - 03050010 S.PAULO SP",-23.5429178,-46.6147524
263,Homicidio,17/03/2017,"AVENIDA DOUTOR GENTIL DE MOURA, 0 JARDIM COLINA - 04278080 S.PAULO SP",-23.6026103,-46.6170642
264,Homicidio,17/03/2017,"AVENIDA DOUTOR GENTIL DE MOURA, 0 JARDIM COLINA - 04278080 S.PAULO SP",-23.6026103,-46.6170642
265,Homicidio,14/03/2017,"AVENIDA DOUTOR ENEAS CARVALHO DE AGUIAR, 255 JARDIM PAULISTA - 05403000 S.PAULO SP",-23.557515,-46.6700192
266,Homicidio,27/03/2017,"RUA MOISES DE CORENA, 364 CIDADE TIRADENTES - 08475170 S.PAULO SP",-23.5845814,-46.4015561
267,Homicidio,05/03/2017,"AVENIDA ELISIO TEIXEIRA LEITE, 4827 PIRITUBA - 02810000 S.PAULO SP",-23.4581725,-46.7150619
268,Homicidio,09/03/2017,"AVENIDA GENERAL ASDRUBAL DA CUNHA, 1411 RAPOSO TAVARES - 05565000 S.PAULO SP",-23.5925409,-46.7898459
280,Homicidio,12/03/2017,"RUA MARIO LINHARES, 948 CAMPO LIMPO - 05736160 S.PAULO SP",-23.6347609,-46.7472019
281,Homicidio,13/03/2017,"RUA CHUVAS DE VERAO, 20 JOSE BONIFACIO - 08421570 S.PAULO SP",-23.5652123,-46.4236504
284,Homicidio,12/03/2017,"RUA ANTONIO GOMES CORREA, 26 CAMPO LIMPO - 05767310 S.PAULO SP",-23.6357383,-46.7594889
295,Homicidio,12/03/2017,"AVENIDA HUGO ITALO MERIGO, 200 BRASILANDIA - 02879000 S.PAULO SP",-23.4513518,-46.6978981
296,Homicidio,12/03/2017,"RUA APARECIDA DO TABOADO, 299 FREGUESIA DO O - 02814000 S.PAULO SP",-23.4612349,-46.711066
298,Homicidio,06/03/2017,"RUA ARLINDO BETTIO, 683 ERMELINO MATARAZZO - 03828000 S.PAULO SP",-23.4830937,-46.4905799
300,Homicidio,06/03/2017,"RUA ARLINDO BETTIO, 683 ERMELINO MATARAZZO - 03828000 S.PAULO SP",-23.4830937,-46.4905799
302,Homicidio,24/03/2017,"RUA DOM BOSCO, 424 CAMBUCI - 03105020 S.PAULO SP",-23.5555971,-46.6181808
304,Homicidio,01/03/2017,"RUA PROFESSOR FONSECA LESSA, 289 SAPOPEMBA - 03983210 S.PAULO SP",-23.6140369,-46.507919
310,Homicidio,29/03/2017,"RUA ALBERTO CALLIX, 76 ANHANGUERA - 05267030 S.PAULO SP",-23.4420571,-46.7950495
311,Homicidio,29/03/2017,"RUA ALBERTO CALLIX, 76 ANHANGUERA - 05267030 S.PAULO SP",-23.4420571,-46.7950495
312,Homicidio,02/03/2017,"RUA ARVORE DO VIAJANTE, 240 JARDIM HELENA - 08180260 S.PAULO SP",-23.4912801,-46.4119895
314,Homicidio,28/03/2017,"RUA FREDERICO ALVARENGA, 60 SE - 01020030 S.PAULO SP",-23.5498505,-46.6296705
316,Homicidio,11/03/2017,"RUA GLICERIO RODRIGUES, 50 VILA JACUI - 08062140 S.PAULO SP",-23.5073437,-46.4769168
319,Homicidio,07/03/2017,"RUA LOUIS DAQUIN, 171 GRAJAU - 04843070 S.PAULO SP",-23.739252,-46.696138
323,Homicidio,04/03/2017,"RUA PROFESSOR ANTONIO MARIA MOURA, 954 JD SAO LUIS - 05830340 S.PAULO SP",-23.6706302,-46.7427647
325,Homicidio,06/03/2017,"AVENIDA CORONEL SEZEFREDO FAGUNDES, 28000 TREMEMBE - 02368000 S.PAULO SP",-23.4547149,-46.6021654
326,Homicidio,18/03/2017,"RUA CATARINA LOPES, 34 ITAQUERA - 08225000 S.PAULO SP",-23.533453,-46.457102
329,Homicidio,05/03/2017,"RUA MONSENHOR JOAO PEDRO FUSENING, 280 JD SAO LUIS - 04918210 S.PAULO SP",-23.692672,-46.7425726
331,Homicidio,12/03/2017,"RUA CONGONHA DO SERTAO, 95 VILA CURUCA - 08161230 S.PAULO SP",-23.500453,-46.4148121
332,Homicidio,28/03/2017,"AVENIDA DEPUTADO CANTIDIO SAMPAIO, 4300 BRASILANDIA - 02860001 S.PAULO SP",-23.4520617,-46.7000301
335,Homicidio,15/03/2017,"RUA CONSTANTINO GOMES, 1 ITAIM PAULISTA - 08141250 S.PAULO SP",-23.5145798,-46.3907348
336,Homicidio,08/03/2017,"RODOVIA BR 381, 78 TREMEMBE - - S.PAULO SP",-23.3987927,-46.5763456
337,Homicidio,22/03/2017,"RUA DOUTOR LUIZ AYRES, 3700 ITAQUERA - 03568000 S.PAULO SP",-23.5433982,-46.469944
339,Homicidio,14/03/2017,"AVENIDA MARIA CURSI, 1199 SAO MATEUS - 03962000 S.PAULO SP",-23.6053789,-46.4815793
342,Homicidio,11/03/2017,"ESTRADA DO M BOI MIRIM, 5203 JARDIM ANGELA - 04939003 S.PAULO SP",-23.6921619,-46.7755938
347,Homicidio,12/03/2017,"RUA MARIO LINHARES, 1 CAMPO LIMPO - 05736160 S.PAULO SP",-23.6298024,-46.7513411
349,Homicidio,23/03/2017,"RUA JUVEVE, 18 RIO PEQUENO - 05387080 S.PAULO SP",-23.5649,-46.7651223
350,Homicidio,23/03/2017,"RUA JUVEVE, 18 RIO PEQUENO - 05387080 S.PAULO SP",-23.5649,-46.7651223
352,Homicidio,13/03/2017,"RUA BICICLETA, 32 VILA MARIA - 02169060 S.PAULO SP",-23.5167388,-46.5741069
357,Homicidio,22/03/2017,"RUA SIMAO GONCALVES, 147 ITAIM PAULISTA - 08110570 S.PAULO SP",-23.4967491,-46.3957572
358,Homicidio,17/03/2017,"RUA DOUTOR JOSE CARNEIRO VIANA, 27 JARDIM ANGELA - 04937170 S.PAULO SP",-23.6879588,-46.7597477
360,Homicidio,22/03/2017,"RUA GENEBRA, 177 REPUBLICA - 01316010 S.PAULO SP",-23.5524597,-46.639659
361,Homicidio,16/03/2017,"TRAVESSA TERRA TOMBADA, 1 IGUATEMI - 08344600 S.PAULO SP",-23.6101904,-46.45187
365,Homicidio,18/03/2017,"RUA MANUEL DA LUZ DRUMOND, 954 SAO RAFAEL - 08340410 S.PAULO SP",-23.6142741,-46.4537234
371,Homicidio,23/03/2017,"AVENIDA DOS METALURGICOS, 1797 CIDADE TIRADENTES - 08471000 S.PAULO SP",-23.5974657,-46.4038341
374,Homicidio,31/03/2017,"RUA PONTEVILA, 15 SAO MATEUS - 03940060 S.PAULO SP",-23.5930434,-46.4983576
376,Homicidio,27/03/2017,"RUA MOISES DE CORENA, 364 CIDADE TIRADENTES - 08475170 S.PAULO SP",-23.5845814,-46.4015561
379,Homicidio,30/03/2017,"RUA SOUSA GONZAGA, 66 IGUATEMI - 08380006 S.PAULO SP",-23.60052,-46.4376645
18,Homicidio,01/04/2017,"RUA PRIMO MORATTI, 1 JD SAO LUIS - 05847560 S.PAULO SP",-23.6570446,-46.7470395
19,Homicidio,01/04/2017,"RUA PRIMO MORATTI, 1 JD SAO LUIS - 05847560 S.PAULO SP",-23.6570446,-46.7470395
21,Homicidio,01/04/2017,"ESTRADA DA SERVIDAO, 0 PARELHEIROS - - S.PAULO SP",-23.8360064,-46.7318758
22,Homicidio,02/04/2017,"RUA MANOEL FERREIRA PIRES, 795 VILA FORMOSA - 03386090 S.PAULO SP",-23.5778668,-46.5248474
23,Homicidio,02/04/2017,"RUA GUARAPIRANGA, 796 ITAIM PAULISTA - 08160410 S.PAULO SP",-23.5034433,-46.406081
24,Homicidio,02/04/2017,"AVENIDA DONA HELENA PEREIRA DE MORAES, 200 VILA ANDRADE - 05707400 S.PAULO SP",-23.6353469,-46.7221046
25,Homicidio,02/04/2017,"RUA CARLOS COCO, 190 VILA CURUCA - 08160590 S.PAULO SP",-23.496561,-46.4088089
26,Homicidio,02/04/2017,"RUA CARLOS COCO, 190 VILA CURUCA - 08160590 S.PAULO SP",-23.496561,-46.4088089
27,Homicidio,03/04/2017,"RUA JOAO DE MESQUITA, 25 VILA CURUCA - 08030590 S.PAULO SP",-23.5011053,-46.418053
28,Homicidio,03/04/2017,"RUA DA SEREIA, 600 GRAJAU - 04856280 S.PAULO SP",-23.7794226,-46.6958085
29,Homicidio,04/04/2017,"RUA FELIPE ANGELI, 153 IGUATEMI - 08371390 S.PAULO SP",-23.599027,-46.4210954
30,Homicidio,04/04/2017,"RUA ANTONIO SERGIO DE MATOS, 23 JACANA - 02281203 S.PAULO SP",-23.4551701,-46.5829173
31,Homicidio,04/04/2017,"RUA ANTONIO SERGIO DE MATOS, 23 JACANA - 02281203 S.PAULO SP",-23.4551701,-46.5829173
32,Homicidio,04/04/2017,"RUA ANTONIO SERGIO DE MATOS, 23 JACANA - 02281203 S.PAULO SP",-23.4551701,-46.5829173
33,Homicidio,04/04/2017,"RUA ANTONIO SERGIO DE MATOS, 23 JACANA - 02281203 S.PAULO SP",-23.4551701,-46.5829173
34,Homicidio,04/04/2017,"RUA ANTONIO SERGIO DE MATOS, 23 JACANA - 02281203 S.PAULO SP",-23.4551701,-46.5829173
35,Homicidio,04/04/2017,"RUA ANTONIO SERGIO DE MATOS, 23 JACANA - 02281203 S.PAULO SP",-23.4551701,-46.5829173
36,Homicidio,05/04/2017,"AVENIDA MARGINAL DO ORATORIO, 3569 SAPOPEMBA - 03979030 S.PAULO SP",-23.6166623,-46.520049
37,Homicidio,05/04/2017,"VIELA CENTRAL, 1 VILA JACUI - 08040460 S.PAULO SP",-23.4621102,-46.4348584
38,Homicidio,05/04/2017,"VIELA CENTRAL, 1 VILA JACUI - 08040460 S.PAULO SP",-23.4621102,-46.4348584
39,Homicidio,05/04/2017,"VIELA CENTRAL, 1 VILA JACUI - 08040460 S.PAULO SP",-23.4621102,-46.4348584
40,Homicidio,06/04/2017,"RUA MIGUEL BORJA, 54 SAPOPEMBA - 03978130 S.PAULO SP",-23.6213685,-46.5047261
41,Homicidio,05/04/2017,"VIELA CENTRAL, 1 VILA JACUI - 08040460 S.PAULO SP",-23.4621102,-46.4348584
42,Homicidio,05/04/2017,"VIELA CENTRAL, 1 VILA JACUI - 08040460 S.PAULO SP",-23.4621102,-46.4348584
45,Homicidio,06/04/2017,"RUA OTACILIO DE CARVALHO LOPES, 295 JD SAO LUIS - 05844180 S.PAULO SP",-23.6546982,-46.7383775
46,Homicidio,06/04/2017,"RUA CANTO DO RIO VERDE, 11 VILA ANDRADE - 05734010 S.PAULO SP",-23.6229562,-46.7460974
47,Homicidio,07/04/2017,"RUA PEDRO MEDEIROS, 200 SAO RAFAEL - 08340510 S.PAULO SP",-23.617433,-46.4475619
48,Homicidio,07/04/2017,"RUA BARAO CARVALHO DO AMPARO, 37 CIDADE TIRADENTES - 08485442 S.PAULO SP",-23.5864849,-46.4128876
49,Homicidio,10/04/2017,"AVENIDA DOUTOR SYLVIO DE CAMPOS, 631 PERUS - 05211000 S.PAULO SP",-23.4070641,-46.7610428
51,Homicidio,10/04/2017,"RUA EDMUNDO COUBE, 220 GRAJAU - 04822250 S.PAULO SP",-23.7341788,-46.6921564
55,Homicidio,14/04/2017,"AVENIDA JACU PESSEGO NOVA TRABALHADORES, 0 IGUATEMI - - S.PAULO SP",-23.6030079,-46.4435499
56,Homicidio,15/04/2017,"TRAVESSA LEONARDO MOREIRA, 60 TREMEMBE - 02352080 S.PAULO SP",-23.4555181,-46.5940161
57,Homicidio,15/04/2017,"RUA DA CIPAUBA, 1 RIO PEQUENO - 05368170 S.PAULO SP",-23.5812572,-46.7527541
58,Homicidio,16/04/2017,"PRACA DA SE, 0 SE - 01001001 S.PAULO SP",-23.5493971,-46.6331974
59,Homicidio,16/04/2017,"AVENIDA CORONEL SEZEFREDO FAGUNDES, 28000 TREMEMBE - 02368000 S.PAULO SP",-23.4547149,-46.6021654
60,Homicidio,16/04/2017,"AVENIDA SENADOR TEOTONIO VILELA, 5250 CIDADE DUTRA - - S.PAULO SP",-23.7461918,-46.7075038
61,Homicidio,17/04/2017,"RUA PAOLO PORPORA, 640 JARDIM ANGELA - 05875350 S.PAULO SP",-23.6930902,-46.7834413
63,Homicidio,18/04/2017,"RUA JOAO DE CASTRO COSTA, 5 PONTE RASA - 03892020 S.PAULO SP",-23.5123432,-46.4869533
65,Homicidio,18/04/2017,"RUA DOMINGOS FERNANDES NOBRE, 180 JARDIM HELENA - 08190300 S.PAULO SP",-23.4902857,-46.3939025
66,Homicidio,18/04/2017,"RUA DOMINGOS FERNANDES NOBRE, 180 JARDIM HELENA - 08190300 S.PAULO SP",-23.4902857,-46.3939025
67,Homicidio,19/04/2017,"RODOVIA PRESIDENTE DUTRA (BR 116), 230 VILA MARIA - - S.PAULO SP",-23.4781964,-46.5312855
70,Homicidio,20/04/2017,"ESTRADA DO CAMPO LIMPO, 5340 CAMPO LIMPO - 05787000 S.PAULO SP",-23.6215464,-46.7577432
71,Homicidio,20/04/2017,"RUA TIBURCIO DE SOUSA, 340 ITAIM PAULISTA - 08140000 S.PAULO SP",-23.5004455,-46.3990524
72,Homicidio,21/04/2017,"RUA SANTO ANTONIO DE ITABERAVA, 437 ITAQUERA - 08290210 S.PAULO SP",-23.554475,-46.4501717
73,Homicidio,21/04/2017,"RUA SALDANHA DE OLIVEIRA, 427 FREGUESIA DO O - 02806050 S.PAULO SP",-23.4730372,-46.7011736
74,Homicidio,21/04/2017,"RUA SANTO ALBERTO, 540 CAMPO GRANDE - 04676042 S.PAULO SP",-23.6692442,-46.6837652
75,Homicidio,22/04/2017,"RUA CARLOS CALVO, 100 VILA MEDEIROS - 02161110 S.PAULO SP",-23.487686,-46.5673473
76,Homicidio,22/04/2017,"RUA CARLOS CALVO, 100 VILA MEDEIROS - 02161110 S.PAULO SP",-23.487686,-46.5673473
78,Homicidio,22/04/2017,"RUA JOAO MIGUEL FERNANDES COELHO, 0 CAMPO LIMPO - 05761420 S.PAULO SP",-23.6386896,-46.7670851
79,Homicidio,22/04/2017,"RUA AREIAS, 131 ITAIM PAULISTA - 08110010 S.PAULO SP",-23.5122657,-46.400812
80,Homicidio,22/04/2017,"ESTRADA DOM JOAO NERY, 3676 VILA CURUCA - 08151000 S.PAULO SP",-23.5249752,-46.3989245
81,Homicidio,22/04/2017,"ESTRADA DE POA, 2000 GUAIANASES - 08460000 S.PAULO SP",-23.553467,-46.3938764
82,Homicidio,22/04/2017,"RUA PAULINO DE BRITO, 277 VILA MEDEIROS - 02223010 S.PAULO SP",-23.4779591,-46.579775
83,Homicidio,23/04/2017,"RUA GOIAS, 139 PARQUE FERNANDA - 05889280 S.PAULO SP",-23.5499822,-46.6634304
85,Homicidio,23/04/2017,"RUA ITAQUAXIARA, 725 JARDIM ANGELA - 04932120 S.PAULO SP",-23.6808637,-46.7571928
87,Homicidio,23/04/2017,"RUA ANTONIO NASCENTES, 1 JACANA - 02279140 S.PAULO SP",-23.4569873,-46.5729169
88,Homicidio,24/04/2017,"RUA DOMINGOS PEREDA, 655 PIRITUBA - 02975030 S.PAULO SP",-23.4739535,-46.7124497
89,Homicidio,24/04/2017,"RUA SANTA AUTA, 134 FREGUESIA DO O - 02728090 S.PAULO SP",-23.4956976,-46.6861335
90,Homicidio,25/04/2017,"RUA AUGUSTO AVELINO DE MORAIS, 100 JARDIM ANGELA - 04966140 S.PAULO SP",-23.7265077,-46.7849968
91,Homicidio,26/04/2017,"AVENIDA DOUTOR LINO DE MORAES LEME, 409 CAMPO BELO - 04360001 S.PAULO SP",-23.6365128,-46.6612152
92,Homicidio,26/04/2017,"RUA TUPIRITAMA, 86 JABAQUARA - 04337000 S.PAULO SP",-23.6608212,-46.6434882
93,Homicidio,26/04/2017,"AVENIDA ARRAIAS DO ARAGUAIA, 900 SAO MATEUS - 03480080 S.PAULO SP",-23.5923227,-46.5067992
94,Homicidio,27/04/2017,"RUA DOUTOR LUIZ AYRES, 1800 ARTUR ALVIM - 03568000 S.PAULO SP",-23.5406256,-46.4846836
96,Homicidio,27/04/2017,"RUA RODRIGUES DE CAMPOS LEITE, 115 LAPA - 05054030 S.PAULO SP",-23.5374782,-46.7026461
97,Homicidio,27/04/2017,"RUA ENGENHEIRO JOSE CRUZ DE OLIVEIRA, 1 VILA JACUI - 08071040 S.PAULO SP",-23.4923734,-46.458247
98,Homicidio,28/04/2017,"AVENIDA COMENDADOR SANTANNA, 848 CAPAO REDONDO - 05866000 S.PAULO SP",-23.6743007,-46.7738098
100,Homicidio,28/04/2017,"RUA DESEMBARGADOR MARIO GUIMARAES, 12 ITAIM PAULISTA - 08130150 S.PAULO SP",-23.5103316,-46.3724771
102,Homicidio,29/04/2017,"RUA ANTONIO JOAO DE MEDEIROS, 30 ITAIM PAULISTA - 08140060 S.PAULO SP",-23.5029466,-46.397786
149,Homicidio,26/04/2017,"RUA TUPIRITAMA, 86 JABAQUARA - 04337000 S.PAULO SP",-23.6608212,-46.6434882
157,Homicidio,07/04/2017,"ESTACAO TREM CORINTHIANS - ITAQUERA, 0 ITAQUERA - - S.PAULO SP",-23.5422745,-46.4710881
161,Homicidio,11/04/2017,"RUA ANDRE VIDAL, 298 TATUAPE - 03065070 S.PAULO SP",-23.5362147,-46.5776738
167,Homicidio,27/03/2017,"RUA LUIS SAIA, 161 RAPOSO TAVARES - 05566030 S.PAULO SP",-23.5929052,-46.790966
189,Homicidio,12/03/2017,"RUA CONGONHA DO SERTAO, 95 VILA CURUCA - 08161230 S.PAULO SP",-23.500453,-46.4148121
190,Homicidio,12/04/2017,"RUA FREI ANTONIO FAGGIANO, 700 JOSE BONIFACIO - 08420740 S.PAULO SP",-23.5526888,-46.4335885
196,Homicidio,05/04/2017,"RUA BOIARUCA, 92 ERMELINO MATARAZZO - 03818025 S.PAULO SP",-23.4943808,-46.4961752
197,Homicidio,19/04/2017,"RUA MATIAS QUEVEDO, 240 JOSE BONIFACIO - 08255090 S.PAULO SP",-23.5551208,-46.4326456
202,Homicidio,10/04/2017,"AVENIDA DOUTOR FELIPE PINEL, 305 PIRITUBA - 02939000 S.PAULO SP",-23.4847718,-46.7290632
204,Homicidio,03/04/2017,"RUA DA SEREIA, 600 GRAJAU - 04856280 S.PAULO SP",-23.7794226,-46.6958085
208,Homicidio,19/04/2017,"RODOVIA PRESIDENTE DUTRA (BR 116), 230 VILA MARIA - - S.PAULO SP",-23.4781964,-46.5312855
211,Homicidio,10/04/2017,"AVENIDA DOUTOR SYLVIO DE CAMPOS, 631 PERUS - 05211000 S.PAULO SP",-23.4070641,-46.7610428
219,Homicidio,22/03/2017,"RUA GENEBRA, 177 REPUBLICA - 01316010 S.PAULO SP",-23.5524597,-46.639659
226,Homicidio,28/04/2017,"RUA SANTA EFIGENIA, 10 VILA MARIA - 02169150 S.PAULO SP",-23.5223701,-46.5787608
233,Homicidio,15/04/2017,"RUA DOS GIRASSOIS, 64 JARDIM HELENA - - S.PAULO SP",-23.4770279,-46.4179619
246,Homicidio,25/04/2017,"RUA AUGUSTO AVELINO DE MORAIS, 100 JARDIM ANGELA - 04966140 S.PAULO SP",-23.7265077,-46.7849968
270,Homicidio,20/04/2017,"ESTRADA DO CAMPO LIMPO, 5340 CAMPO LIMPO - 05787000 S.PAULO SP",-23.6215464,-46.7577432
271,Homicidio,07/04/2017,"RUA PEDRO MEDEIROS, 200 SAO RAFAEL - 08340510 S.PAULO SP",-23.617433,-46.4475619
278,Homicidio,12/04/2017,"AVENIDA RIO BRANCO, 109 REPUBLICA - 01206000 S.PAULO SP",-23.5417028,-46.6386482
279,Homicidio,12/04/2017,"AVENIDA RIO BRANCO, 109 REPUBLICA - 01206000 S.PAULO SP",-23.5417028,-46.6386482
305,Homicidio,07/04/2017,"PRACA DOUTOR JOAO MENDES, 10 SE - 01501001 S.PAULO SP",-23.551989,-46.6350388
313,Homicidio,31/03/2017,"RUA MACEDONIA, 504 BRASILANDIA - 02834010 S.PAULO SP",-23.475025,-46.6948301
315,Homicidio,05/04/2017,"RUA PROFESSORA NINA STOCCO, 10 CAMPO LIMPO - 05767000 S.PAULO SP",-23.6250741,-46.764831
316,Homicidio,05/04/2017,"RUA PROFESSORA NINA STOCCO, 10 CAMPO LIMPO - 05767000 S.PAULO SP",-23.6250741,-46.764831
317,Homicidio,05/04/2017,"RUA PROFESSORA NINA STOCCO, 10 CAMPO LIMPO - 05767000 S.PAULO SP",-23.6250741,-46.764831
319,Homicidio,06/04/2017,"RUA PEDRO DA ESPERANCA, 470 IGUATEMI - 08371070 S.PAULO SP",-23.5970791,-46.445112
320,Homicidio,13/04/2017,"RUA DOUTOR ALMEIDA LIMA, 250 BRAS - 03046010 S.PAULO SP",-23.5448469,-46.6152794
322,Homicidio,02/04/2017,"RUA JOVINIANO DE OLIVEIRA, 172 BRASILANDIA - 02846220 S.PAULO SP",-23.4599808,-46.7013299
324,Homicidio,16/04/2017,"RUA TANCREDO NEVES, 44 ANHANGUERA - 05274050 S.PAULO SP",-23.4374317,-46.8034245
330,Homicidio,11/04/2017,"RUA REVERENDO PEIXOTO DA SILVA, 170 CAMPO LIMPO - 05795010 S.PAULO SP",-23.6485556,-46.7768517
336,Homicidio,20/02/2017,"RUA DOUTOR CESARIO MOTA JUNIOR, 112 CONSOLACAO - 01221020 S.PAULO SP",-23.5426698,-46.6489685
339,Homicidio,21/04/2017,"ALAMEDA NOTHMANN, 1053 SANTA CECILIA - 01216001 S.PAULO SP",-23.5354423,-46.6504172
340,Homicidio,21/04/2017,"ALAMEDA NOTHMANN, 1053 SANTA CECILIA - 01216001 S.PAULO SP",-23.5354423,-46.6504172
342,Homicidio,01/04/2017,"RUA SAPUPIRA, 451 VILA JACUI - 08061440 S.PAULO SP",-23.5024688,-46.4708071
345,Homicidio,21/04/2017,"ALAMEDA NOTHMANN, 1053 SANTA CECILIA - 01216001 S.PAULO SP",-23.5354423,-46.6504172
346,Homicidio,21/04/2017,"ALAMEDA NOTHMANN, 1053 SANTA CECILIA - 01216001 S.PAULO SP",-23.5354423,-46.6504172
347,Homicidio,17/04/2017,"AVENIDA GIOVANNI GRONCHI, 6234 VILA ANDRADE - - S.PAULO SP",-23.6341054,-46.7370525
348,Homicidio,17/04/2017,"AVENIDA GIOVANNI GRONCHI, 6234 VILA ANDRADE - - S.PAULO SP",-23.6341054,-46.7370525
352,Homicidio,09/04/2017,"RUA JOSE ALVES FIDALGO, 26 CIDADE ADEMAR - 04428020 S.PAULO SP",-23.6843219,-46.6509097
353,Homicidio,18/04/2017,"RUA CONDE DE ITAGUAI, 299 MORUMBI - 05686030 S.PAULO SP",-23.6091623,-46.7029863
354,Homicidio,18/04/2017,"RUA CONDE DE ITAGUAI, 299 MORUMBI - 05686030 S.PAULO SP",-23.6091623,-46.7029863
355,Homicidio,18/04/2017,"RUA CONDE DE ITAGUAI, 299 MORUMBI - 05686030 S.PAULO SP",-23.6091623,-46.7029863
358,Homicidio,06/04/2017,"RUA ISAURA FONSECA, 21 SAO MIGUEL - 08071220 S.PAULO SP",-23.4896588,-46.4480207
360,Homicidio,28/04/2017,"RUA DOS ANDRADAS, 99 REPUBLICA - 01208001 S.PAULO SP",-23.5390768,-46.6374092
364,Homicidio,26/04/2017,"RUA ANTONIO DA SILVA HERDEIRO, 20 CIDADE TIRADENTES - 08490400 S.PAULO SP",-23.5686468,-46.4097708
366,Homicidio,01/04/2017,"RUA DOUTOR PAULO DE BARROS WHITAKER, 455 CIDADE DUTRA - 04807000 S.PAULO SP",-23.7168726,-46.6959706
369,Homicidio,21/04/2017,"RUA JOAO OLIVEIRA SALGADO, 335 CACHOEIRINHA - 02676000 S.PAULO SP",-23.4561415,-46.6723234
370,Homicidio,21/04/2017,"RUA JOAO OLIVEIRA SALGADO, 335 CACHOEIRINHA - 02676000 S.PAULO SP",-23.4561415,-46.6723234
371,Homicidio,21/04/2017,"RUA SALDANHA DE OLIVEIRA, 427 FREGUESIA DO O - 02806050 S.PAULO SP",-23.4730372,-46.7011736
