"","ano","numero_bo","tipo","data_ocorrencia","periodo_ocorrencia","flagrante","endereco","latitude","longitude"
"4915",2003,3650,"Furto de Veículo","21/07/2003","A NOITE","Nao","R FRANCISCO TELES, 153 VL. ARENS JUNDIAI SP",-23.1995517,-46.8777827
"4916",2003,7116,"Furto de Veículo","21/07/2003","A TARDE","Nao","R BELGRADO, 1 PARQUE NOVO ORATORIO S.ANDRE SP",-23.6345858,-46.516513
"4917",2003,3653,"Furto de Veículo","21/07/2003","A NOITE","Nao","R VALENTINA DE CASTRO S/N., 0 VL CRISTO JUNDIAI SP",-23.2077641,-46.8491906
"4918",2003,3654,"Furto de Veículo","21/07/2003","A NOITE","Nao","R- CONDE DO PARNAIBA, 100 CENTRO JUNDIAI SP",-23.1828418,-46.8866817
"4919",2003,5753,"Furto de Veículo","21/07/2003","A NOITE","Nao","R PROF ATILIO INNOCENTI, 237 VILA OLIMPIA S.PAULO SP",-23.5893535,-46.6807633
"4920",2003,7120,"Furto de Veículo","21/07/2003","A NOITE","Nao","RUA CONGONHAS, 100 PQ ERASMO ASSUNCAO S.ANDRE SP",-23.6432104,-46.5039663
"4921",2003,2776,"Furto de Veículo","22/07/2003","DE MADRUGADA","Nao","AV ALEXANDRINA DE PAULA, 161 BRAS CUBAS MOGI DAS CRUZES SP",-23.539445,-46.2306362
"4922",2003,8529,"Furto de Veículo","21/07/2003","A NOITE","Sim","RUA HOILDEBRANDO S. SIQUEIRA, 0 CASTELINHO PIRACICABA SP",-22.7315038,-47.6648259
"4923",2003,3612,"Furto de Veículo","22/07/2003","EM HORA INCERTA","Nao","R DR JARBAS TUPINAMBA, 16 TUPINAMBA GUARULHOS SP",-23.4632034,-46.414997
"4924",2003,7125,"Furto de Veículo","22/07/2003","DE MADRUGADA","Nao","AV DOS ESTADOS, 2152 UTINGA S.ANDRE SP",-23.6214827,-46.5422486
"4925",2003,7127,"Furto de Veículo","21/07/2003","A NOITE","Nao","AV ITAMARATI, 2371 PQ JOAO RAMALHO S.ANDRE SP",-23.642332,-46.5060471
"4926",2003,7127,"Furto de Veículo","21/07/2003","A NOITE","Nao","AV ITAMARATI, 2371 PQ JOAO RAMALHO S.ANDRE SP",-23.642332,-46.5060471
"4927",2003,3754,"Furto de Veículo","22/07/2003","DE MADRUGADA","Nao","RUA ITAPETININGA, 34 CIDADE SOBERANA GUARULHOS SP",-23.4010309,-46.4447624
"4928",2003,746,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","AV. SIDNEY CONTES, 70 PIRATININGA OSASCO SP",-23.5108284,-46.7909172
"4929",2003,1367,"Furto de Veículo","22/07/2003","A NOITE","Nao","R BENEDITO VALADARES RIBEIRO, 0 JD. NOVA CUMBICA GUARULHOS SP",-23.4578077,-46.4627084
"4930",2003,7132,"Furto de Veículo","21/07/2003","EM HORA INCERTA","Nao","RUA COREIA, 400 PARQUE DAS NACOES S.ANDRE SP",-23.6384261,-46.509819
"4931",2003,1371,"Furto de Veículo","22/07/2003","A NOITE","Nao","R BENEDITO VALADARES RIBEIRO, 0 JD. NOVA CUMBICA GUARULHOS SP",-23.4578077,-46.4627084
"4932",2003,7133,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","RUA DAS NACOES, 55 PARQUE DAS NACOES S.ANDRE SP",-23.6339079,-46.5266732
"4933",2003,1512,"Furto de Veículo","22/07/2003","DE MADRUGADA","Nao","RUA KATSUTOSHI NAITO, 2067 JD BOA VISTA SUZANO SP",-23.5011672,-46.3106742
"4934",2003,5350,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R AUGUSTO CECHINI, 699 VILA SILVIA S.PAULO SP",-23.4993564,-46.5102812
"4935",2003,8396,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R PEDRO JACOBUCCI, 0 CENTRO S.BERNARDO DO CAMPO SP",-23.6961371,-46.5544831
"4936",2003,1969,"Furto de Veículo","20/07/2003","A TARDE","Nao","AV.D. RUICE FERRAZ ALVIM, 0 SERRARIA DIADEMA SP",-23.6994566,-46.6081317
"4937",2003,7135,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R LIBERO, 165 STA TEREZINHA S.ANDRE SP",-23.6292811,-46.5285043
"4938",2003,5354,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R PROF VASCONCELOS SARMENTO, 31 VILA RE S.PAULO SP",-23.5236291,-46.5029448
"4939",2003,3759,"Furto de Veículo","22/07/2003","DE MADRUGADA","Nao","RUA ITAPETININGA, 34 CIDADE SOBERANA GUARULHOS SP",-23.4010309,-46.4447624
"4940",2003,7138,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","RUA BURMA, 0 VILA LUCINDA S.ANDRE SP",-23.6337222,-46.5188918
"4941",2003,5357,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R OLIMPIO GUILHERME, 130 JARDIM POPULAR S.PAULO SP",-23.5193822,-46.5015075
"4942",2003,5358,"Furto de Veículo","22/07/2003","A TARDE","Nao","R WADIH HATTI, 652 VILA RE S.PAULO SP",-23.5275688,-46.4920434
"4943",2003,4395,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","PROX PARQUE SANTOS DUMMONT, 0 VILA ADYANA S.JOSE DOS CAMPOS SP",-23.1999426,-45.8910405
"4944",2003,4675,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R ARAICAS, 389 JAGUARE S.PAULO SP",-23.5526152,-46.7509175
"4945",2003,3065,"Furto de Veículo","22/07/2003","A TARDE","Nao","AV SETE DE SETEMBRO, 0 VILA GALVAO GUARULHOS SP",-23.4513807,-46.5518856
"4946",2003,3066,"Furto de Veículo","22/07/2003","DE MADRUGADA","Nao","R GALILEU, 2 JARDIM BETEL GUARULHOS SP",-23.4341457,-46.5486681
"4947",2003,6715,"Furto de Veículo","22/07/2003","A TARDE","Nao","RUA MINISTRO NELSON HUNGRIA, 447 JARDIM DO LAGO S.BERNARDO DO CAMPO SP",-23.7365563,-46.5809339
"4948",2003,6891,"Furto de Veículo","22/07/2003","A TARDE","Nao","AL ARAGUAIA, 1800 ALPHAVILLE BARUERI SP",-23.5005396,-46.8444636
"4949",2003,8546,"Furto de Veículo","22/07/2003","A TARDE","Nao","RUA DO ROSARIO, 1682 CENTRO PIRACICABA SP",-22.730202,-47.6547598
"4950",2003,1360,"Furto de Veículo","22/07/2003","A TARDE","Nao","R NARCISO STURLINI, 200 VILA OSASCO OSASCO SP",-23.5406991,-46.773882
"4951",2003,3530,"Furto de Veículo","17/07/2003","PELA MANHA","Nao","R FELIPE SABBAG, 0 CENTRO RIBEIRAO PIRES SP",-23.710628,-46.413699
"4952",2003,7149,"Furto de Veículo","22/07/2003","A TARDE","Nao","R ESPANHA, 1123 PQ DAS NACOES S.ANDRE SP",-23.6372326,-46.5188729
"4953",2003,7152,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R MAMORE, 0 JD STO ANTONIO S.ANDRE SP",-23.629395,-46.5212868
"4954",2003,2277,"Furto de Veículo","22/07/2003","A TARDE","Nao","AV SAO PAULO, 240 MARAJOARA S.ANDRE SP",-23.6668819,-46.4898762
"4955",2003,3669,"Furto de Veículo","22/07/2003","A TARDE","Nao","RUA CLOVIS DE SA BENEVIDES, 85 PQ. DO COLEGIO JUNDIAI SP",-23.1852591,-46.897596
"4956",2003,6722,"Furto de Veículo","22/07/2003","A TARDE","Nao","RUA LUZITANIA, 20 VILA GONCALVES S.BERNARDO DO CAMPO SP",-23.710799,-46.5574391
"4957",2003,938,"Furto de Veículo","22/07/2003","A TARDE","Nao","R ALFRED JURZYKOWSKI, 562 PAULICEIA S.BERNARDO DO CAMPO SP",-23.6640588,-46.5830359
"4958",2003,5368,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R DR BERNARDINO RIBEIRO, 59 VILA RE S.PAULO SP",-23.5225036,-46.5139764
"4959",2003,6900,"Furto de Veículo","22/07/2003","A TARDE","Nao","AL. ARAGUAIA, 1260 ALPHAVILLE BARUERI SP",-23.4987871,-46.8498889
"4960",2003,3533,"Furto de Veículo","22/07/2003","EM HORA INCERTA","Nao","R PADRE MARCOS SIMONI, 0 CENTRO RIBEIRAO PIRES SP",-23.7114859,-46.4142344
"4961",2003,3620,"Furto de Veículo","22/07/2003","DE MADRUGADA","Nao","R FELICIO DOS SANTOS, 90 PQ ALVORADA GUARULHOS SP",-23.4396709,-46.4213921
"4962",2003,4831,"Furto de Veículo","22/07/2003","A TARDE","Nao","R TRES DE DEZEMBRO, 0 RUDGE RAMOS S.BERNARDO DO CAMPO SP",-23.6584581,-46.5677231
"4963",2003,5543,"Furto de Veículo","22/07/2003","A NOITE","Nao","R HUMBERTO I, 0 VILA MARIANA S.PAULO SP",-23.5801605,-46.6431576
"4964",2003,4108,"Furto de Veículo","22/07/2003","A NOITE","Nao","R. EDUARDA REGOS TREVISAN, 138 JARDIM PORTELA ITAPEVI SP",-23.5442261,-46.9393546
"4965",2003,8420,"Furto de Veículo","22/07/2003","A NOITE","Nao","AV FRANCISCO PRESTES MAIA, 0 CENTRO S.BERNARDO DO CAMPO SP",-23.7053374,-46.5521915
"4966",2003,5544,"Furto de Veículo","22/07/2003","A NOITE","Nao","R MARACAJU, 78 VILA MARIANA S.PAULO SP",-23.5816082,-46.6417447
"4967",2003,4109,"Furto de Veículo","22/07/2003","A NOITE","Nao","R. EDUARDA REGOS TREVISAN, 138 JARDIM PORTELA ITAPEVI SP",-23.5442261,-46.9393546
"4968",2003,8421,"Furto de Veículo","22/07/2003","A TARDE","Nao","R CARLOS DEL PRETE, 266 CENTRO S.BERNARDO DO CAMPO SP",-23.7098827,-46.5459557
"4969",2003,5373,"Furto de Veículo","22/07/2003","A NOITE","Nao","R ANITA SABA, 94 VILA MARIETA S.PAULO SP",-23.5220625,-46.5231738
"4970",2003,4386,"Furto de Veículo","22/07/2003","A NOITE","Nao","TV SAO SEBASTIAO, 54 JD. BETANIA MOGI DAS CRUZES SP",-23.5284865,-46.193207
"4971",2003,8422,"Furto de Veículo","22/07/2003","A NOITE","Nao","R ROSA MARGONARI BORALI, 70 SANTA TEREZINHA S.BERNARDO DO CAMPO SP",-23.7189118,-46.538338
"4972",2003,5376,"Furto de Veículo","22/07/2003","A NOITE","Nao","R VIEIRA MENDES, 99999 VILA GRANADA S.PAULO SP",-23.5289377,-46.5169236
"4973",2003,5377,"Furto de Veículo","22/07/2003","A NOITE","Nao","R PASTORIL DE ITAPETINGA, 500 JD DANFER S.PAULO SP",-23.503611,-46.504329
"4974",2003,8424,"Furto de Veículo","22/07/2003","A NOITE","Nao","R JOAQUIM NABUCO, 0 CENTRO S.BERNARDO DO CAMPO SP",-23.7129621,-46.5529594
"4975",2003,3678,"Furto de Veículo","22/07/2003","A NOITE","Nao","RUA PEDRO SOARES DE CAMARGO, 0 ANHANGABAU JUNDIAI SP",-23.1880972,-46.8947004
"4976",2003,6731,"Furto de Veículo","22/07/2003","A TARDE","Nao","AV ALVARO GUIMARAES, 0 ASSUNCAO S.BERNARDO DO CAMPO SP",-23.6899949,-46.5669526
"4977",2003,5588,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","RUA DA PENHA, 0 CENTRO SOROCABA SP",-23.4972998,-47.4551432
"4978",2003,4833,"Furto de Veículo","22/07/2003","PELA MANHA","Nao","R AURELIA SALAZAR JORGE, 0 RUDGE RAMOS S.BERNARDO DO CAMPO SP",-23.6700304,-46.5659255
"4979",2003,8425,"Furto de Veículo","22/07/2003","A NOITE","Nao","R SAO VICENTE, 0 CENTRO S.ANDRE SP",-23.65358,-46.5300222
"4980",2003,3681,"Furto de Veículo","22/07/2003","A NOITE","Nao","R. EVANGELISTA MIRANDOLA, 85 VIANELO JUNDIAI SP",-23.1949114,-46.8827475
"4981",2003,7905,"Furto de Veículo","22/07/2003","A NOITE","Nao","AV MONTEIRO LOBATO, 3000 CECAP GUARULHOS SP",-23.462226,-46.4999946
"4982",2003,5549,"Furto de Veículo","22/07/2003","A NOITE","Nao","R PELOTAS, 281 VILA MARIANA S.PAULO SP",-23.5820361,-46.6454814
"4983",2003,4836,"Furto de Veículo","22/07/2003","EM HORA INCERTA","Nao","R FRANCISCO ALVES, 111 PAULICEIA S.BERNARDO DO CAMPO SP",-23.6706642,-46.5817126
"4984",2003,4837,"Furto de Veículo","22/07/2003","A NOITE","Nao","R IPANEMA, 0 JDIM HOLYWOOD S.BERNARDO DO CAMPO SP",-23.672886,-46.5586407
"4985",2003,4408,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","RUA PIRAQUARA CLUB, 228 VILA SINHA S.JOSE DOS CAMPOS SP",-23.1580967,-45.9033193
"4986",2003,3499,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","RUA SAO PAULO DAS MISSOES, 73 GRANJA CAROLINA COTIA SP",-23.6044422,-46.9386905
"4987",2003,6255,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","R RODOLFO CHAMPARINE, 42 PQ SANTA TERESA CARAPICUIBA SP",-23.5692354,-46.8259161
"4988",2003,2938,"Furto de Veículo","13/07/2003","PELA MANHA","Nao","R SOLEMAR, 235 SACOMA S.PAULO SP",-23.6166574,-46.5939817
"4989",2003,5598,"Furto de Veículo","22/07/2003","A NOITE","Nao","RUA MARIA DOMINGAS MILEGO, 347 JARDIM VERA CRUZ SOROCABA SP",-23.51256,-47.4927921
"4990",2003,2690,"Furto de Veículo","19/07/2003","A NOITE","Nao","PREFEITO BENTO ROTGER DOMINGUES, 6081 MOMBACA ITAPECERICA DA SERRA SP",-23.750821,-46.843251
"4991",2003,2939,"Furto de Veículo","22/07/2003","A NOITE","Nao","R REGINO ARAGAO, 293 MOINHO VELHO S.PAULO SP",-23.6134181,-46.6037387
"4992",2003,6258,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","RUA PARAGUASSU PAULISTA, 615 JD. ANA ESTELA CARAPICUIBA SP",-23.5655675,-46.8421807
"4993",2003,6259,"Furto de Veículo","05/07/2003","A TARDE","Nao","RUA JUPITER, 21 JD. NOVO HORIZONTE CARAPICUIBA SP",-23.5699889,-46.8155665
"4994",2003,1332,"Furto de Veículo","22/07/2003","A TARDE","Nao","R SAO MANOEL, 181 JD VELOSO OSASCO SP",-23.5629703,-46.802917
"4995",2003,734,"Furto de Veículo","23/07/2003","PELA MANHA","Nao","R CAPEBERIBE, 672 BARCELONA S.CAETANO DO SUL SP",-23.6223003,-46.5543242
"4996",2003,1097,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","R XINGU, 0 JD. NOVO CAMPO LIMPO EMBU SP",-23.6642043,-46.8040968
"4997",2003,758,"Furto de Veículo","23/07/2003","PELA MANHA","Nao","R MARTIM AFONSO, 0 JD. PIRATININGA OSASCO SP",-23.5216743,-46.7945925
"4998",2003,7181,"Furto de Veículo","23/07/2003","EM HORA INCERTA","Nao","R FINLANDIA, 99 PQ.DAS NACOES S.ANDRE SP",-23.6360376,-46.5152147
"4999",2003,4395,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","R ELGIN, 1 SAO JOAO MOGI DAS CRUZES SP",-23.5283153,-46.1868944
"5000",2003,793,"Furto de Veículo","23/07/2003","PELA MANHA","Nao","JARDIM ZOOLOGICO, 97 JARDIM SAO CAETANO S.CAETANO DO SUL SP",-23.636353,-46.5805249
"5001",2003,5558,"Furto de Veículo","23/07/2003","PELA MANHA","Nao","R JOAQUIM TAVORA, 822 VILA MARIANA S.PAULO SP",-23.5856666,-46.640611
"5002",2003,8433,"Furto de Veículo","22/07/2003","A NOITE","Nao","R ROSA MARGONARI BORALI, 70 SANTA TEREZINHA S.BERNARDO DO CAMPO SP",-23.7189118,-46.538338
"5003",2003,5563,"Furto de Veículo","22/07/2003","A NOITE","Nao","R AFONSO DE FREITAS, 275 PARAISO S.PAULO SP",-23.5752732,-46.6446121
"5004",2003,6269,"Furto de Veículo","23/07/2003","PELA MANHA","Nao","ALAMEDA RIO NEGRO, 0 ALPAHVILLE - BARUERI CARAPICUIBA SP",-23.507389,-46.8461343
"5005",2003,5564,"Furto de Veículo","22/07/2003","A TARDE","Nao","R CUBATAO, 330 PARAISO S.PAULO SP",-23.5749411,-46.644129
"5006",2003,1335,"Furto de Veículo","22/07/2003","A NOITE","Nao","R QUATRO, 154 CONJ METLURGICOS OSASCO SP",-23.5542636,-46.7932307
"5007",2003,8562,"Furto de Veículo","23/07/2003","A TARDE","Nao","RUA DO TRABALHO, 438 V.INDEPENDENCIA PIRACICABA SP",-22.719243,-47.6317789
"5008",2003,3087,"Furto de Veículo","23/07/2003","A TARDE","Nao","R FRANCISCO ANTUNES, 1082 GOPOUVA GUARULHOS SP",-23.4795964,-46.5462756
"5009",2003,3545,"Furto de Veículo","23/07/2003","A TARDE","Nao","AV BRASIL, 245 CENTRO RIBEIRAO PIRES SP",-23.7080193,-46.41677
"5010",2003,3545,"Furto de Veículo","23/07/2003","A TARDE","Nao","AV BRASIL, 245 CENTRO RIBEIRAO PIRES SP",-23.7080193,-46.41677
"5011",2003,3508,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","RUA SAO PAULO DAS MISSOES, 198 GRANJA CAROLINA COTIA SP",-23.6042861,-46.9396193
"5012",2003,2523,"Furto de Veículo","23/07/2003","A TARDE","Nao","R JOAO BARBOSA, 0 CENTRO JANDIRA SP",-23.5312636,-46.9030147
"5013",2003,4703,"Furto de Veículo","23/07/2003","A TARDE","Nao","R ACACIO FERREIRA, 300 JARDIM TRES MARIAS TABOAO DA SERRA SP",-23.6161642,-46.7905365
"5014",2003,3090,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","R LEOBERTO LEAL, 10 PICANCO GUARULHOS SP",-23.4496393,-46.5451441
"5015",2003,1472,"Furto de Veículo","23/07/2003","A TARDE","Nao","RUA CAVADAS, 676 ITAPEGICA GUARULHOS SP",-23.4815365,-46.5525025
"5016",2003,1472,"Furto de Veículo","23/07/2003","A TARDE","Nao","RUA CAVADAS, 676 ITAPEGICA GUARULHOS SP",-23.4815365,-46.5525025
"5017",2003,3548,"Furto de Veículo","23/07/2003","A TARDE","Nao","R MIGUEL PRISCO, 0 CENTRO RIBEIRAO PIRES SP",-23.711397,-46.4142023
"5018",2003,1359,"Furto de Veículo","23/07/2003","PELA MANHA","Nao","RUA DOMINGOS CIRILO, 0 JD ITAPEVA MAUA SP",-23.6769647,-46.4155014
"5019",2003,883,"Furto de Veículo","01/06/2003","DE MADRUGADA","Nao","RUA CAMILO MAXIMO, 396 VILA SUISSA MOGI DAS CRUZES SP",-23.5020574,-46.1576047
"5020",2003,883,"Furto de Veículo","01/06/2003","DE MADRUGADA","Nao","RUA CAMILO MAXIMO, 396 VILA SUISSA MOGI DAS CRUZES SP",-23.5020574,-46.1576047
"5021",2003,5400,"Furto de Veículo","23/07/2003","A TARDE","Nao","R BETARI, 200 PENHA S.PAULO SP",-23.5263248,-46.546309
"5022",2003,3698,"Furto de Veículo","23/07/2003","A NOITE","Nao","RUA DO ROSARIO, 0 CENTRO JUNDIAI SP",-23.1907439,-46.8835257
"5023",2003,7198,"Furto de Veículo","23/07/2003","EM HORA INCERTA","Nao","R ITANHAEM, 169 PQ.JACATUBA S.ANDRE SP",-23.6478306,-46.5128536
"5024",2003,2698,"Furto de Veículo","23/07/2003","A TARDE","Nao","R VIRGILIO BUSNELLO, 99999 CENTRO ITAPECERICA DA SERRA SP",-23.714279,-46.8483822
"5025",2003,7933,"Furto de Veículo","23/07/2003","PELA MANHA","Nao","RUA MARUINS, 0 ITAQUERA S.PAULO SP",-23.5404307,-46.4472708
"5026",2003,5403,"Furto de Veículo","23/07/2003","A NOITE","Nao","R CUMAI, 422 VILA ESPERANCA S.PAULO SP",-23.5295143,-46.5236683
"5027",2003,3552,"Furto de Veículo","23/07/2003","A NOITE","Nao","AV SANTO ANDRE, 0 CENTRO ALTO RIBEIRAO PIRES SP",-23.7124594,-46.4169733
"5028",2003,4708,"Furto de Veículo","23/07/2003","A TARDE","Nao","R DOMINGOS DA ROCHA MEIRA, 100 STO. AMARO S.PAULO SP",-23.6507322,-46.7120878
"5029",2003,8447,"Furto de Veículo","23/07/2003","A NOITE","Nao","R JOSE VERSOLATO, 0 BAETA NEVES S.BERNARDO DO CAMPO SP",-23.6917848,-46.5501335
"5030",2003,5241,"Furto de Veículo","23/07/2003","A NOITE","Nao","EST SANTA ISABEL, 0 JARDIM ODETE ITAQUAQUECETUBA SP",-23.4809476,-46.3528143
"5031",2003,3456,"Furto de Veículo","23/07/2003","A NOITE","Nao","RUA DR.FRANCO DA ROCHA, 0 CENTRO FRANCO DA ROCHA SP",-23.3286039,-46.7247394
"5032",2003,1822,"Furto de Veículo","23/07/2003","A NOITE","Nao","R TRINTA E SEIS, 458 PQ. RODRIGO BARRETO ARUJA SP",-23.3803922,-46.3286839
"5033",2003,4859,"Furto de Veículo","23/07/2003","A NOITE","Nao","R ANTONIO SIMOES, 83 RUDGE RAMOS S.BERNARDO DO CAMPO SP",-23.6599294,-46.5653985
"5034",2003,3705,"Furto de Veículo","23/07/2003","A NOITE","Nao","RUA CAJURU, 0 CENTRO JUNDIAI SP",-23.1815849,-46.8910197
"5035",2003,3706,"Furto de Veículo","23/07/2003","A NOITE","Nao","RUA VIGARIO J. J. RODRIGUES, 230 VILA ARENS JUNDIAI SP",-23.1947456,-46.8785242
"5036",2003,7142,"Furto de Veículo","23/07/2003","EM HORA INCERTA","Nao","VITO PEDRO DELLANTONIA, 132 CENTRO MAUA SP",-23.6689324,-46.4577257
"5037",2003,3555,"Furto de Veículo","23/07/2003","A NOITE","Nao","R REG FEIJO, 64 JD SAO FRANCISCO RIBEIRAO PIRES SP",-23.7158437,-46.3935576
"5038",2003,6292,"Furto de Veículo","23/07/2003","A NOITE","Nao","TV MARILIANA REGINA, 342 CIDADE ARISTON CARAPICUIBA SP",-23.5375971,-46.8544058
"5039",2003,4409,"Furto de Veículo","23/07/2003","A NOITE","Nao","R REPUBLICA, 0 BOTUJURU MOGI DAS CRUZES SP",-23.4806863,-46.1374242
"5040",2003,4920,"Furto de Veículo","24/07/2003","EM HORA INCERTA","Nao","R MARIA DE LOURDES, 73 JD MARIA HELENA DIADEMA SP",-23.7000974,-46.6068275
"5041",2003,7145,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R CARLOS TAMAGNINI, 254 VL.VITORIA MAUA SP",-23.677948,-46.4550373
"5042",2003,7944,"Furto de Veículo","24/07/2003","DE MADRUGADA","Nao","R CONEGO VALADAO, 7 GOPOUVA GUARULHOS SP",-23.463635,-46.5443379
"5043",2003,5416,"Furto de Veículo","24/07/2003","DE MADRUGADA","Nao","R DR JOSE DA CRUZ CARQUEIJO, 118 CANGAIBA S.PAULO SP",-23.5073776,-46.5312668
"5044",2003,4133,"Furto de Veículo","23/07/2003","EM HORA INCERTA","Nao","DEFRONTE AO ITASHOPPING, 0 CENTRO ITAPEVI SP",-23.5454532,-46.9317909
"5045",2003,1390,"Furto de Veículo","24/07/2003","DE MADRUGADA","Nao","R TARAUACA, 11 JARDIM CUMBICA GUARULHOS SP",-23.4514655,-46.4392291
"5046",2003,7149,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R BRAS CUBAS, 405 VL. BOCAINA MAUA SP",-23.6712683,-46.4512791
"5047",2003,5815,"Furto de Veículo","24/07/2003","DE MADRUGADA","Nao","R JAPAO, 80 ITAIM BIBI S.PAULO SP",-23.5786077,-46.6735439
"5048",2003,7951,"Furto de Veículo","24/07/2003","DE MADRUGADA","Nao","AV ODAIR SANTANELLI, 0 PQ. CECAP AP D11 GUARULHOS SP",-23.4576181,-46.4947481
"5049",2003,3462,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R ESPIRITO SANTO, 195 VILA ELISA FRANCO DA ROCHA SP",-23.3031267,-46.7249647
"5050",2003,1377,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R BEZERRA DE MENEZES, 192 JARDIM SANTO ANTONINHO OSASCO SP",-23.5503952,-46.7706121
"5051",2003,1213,"Furto de Veículo","23/07/2003","EM HORA INCERTA","Nao","RUA DUARTINA, 25 JD. BELA VISTA GUARULHOS SP",-23.4358108,-46.5138484
"5052",2003,7217,"Furto de Veículo","22/07/2003","DE MADRUGADA","Nao","AV DOS ESTADOS, 2152 UTINGA S.ANDRE SP",-23.6214827,-46.5422486
"5053",2003,1999,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R FELIPE CAMARAO, 0 CENTRO DIADEMA SP",-23.6867072,-46.621499
"5054",2003,3718,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","RUA JORGE ZOLNER, 0 CENTRO JUNDIAI SP",-23.1829319,-46.8872826
"5055",2003,3646,"Furto de Veículo","23/07/2003","DE MADRUGADA","Nao","R TAGUARANA, 2 JD LEBLON GUARULHOS SP",-23.466041,-46.4245455
"5056",2003,5823,"Furto de Veículo","23/07/2003","A NOITE","Nao","R DONA LUIZA JULIA, 12 ITAIM BIBI S.PAULO SP",-23.5859104,-46.674002
"5057",2003,5431,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R RENATO, 770 CID.PATRIARCA S.PAULO SP",-23.5295991,-46.5030729
"5058",2003,2004,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R SAO JOAQUIM, 179 CENTRO DIADEMA SP",-23.686558,-46.6274236
"5059",2003,6301,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R ANTONIO ZAMELA, 26 CENTRO CARAPICUIBA SP",-23.5209733,-46.8349467
"5060",2003,7219,"Furto de Veículo","24/07/2003","A TARDE","Nao","RUA BOLIVIA, 212 PQ. DAS NACOES S.ANDRE SP",-23.6401962,-46.5211114
"5061",2003,7220,"Furto de Veículo","23/07/2003","EM HORA INCERTA","Nao","R ITANHAEM, 169 PQ.JACATUBA S.ANDRE SP",-23.6478306,-46.5128536
"5062",2003,7154,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","AV PORTUGAL, 0 VL. VITORIA MAUA SP",-23.6714888,-46.4589712
"5063",2003,6304,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","PRACA ANTONIO MENK, 0 CENTRO OSASCO SP",-23.5289046,-46.7754201
"5064",2003,3111,"Furto de Veículo","21/07/2003","EM HORA INCERTA","Nao","R NOSSA SENHORA DE LOURDES, 0 VILA GALVAO GUARULHOS SP",-23.4579547,-46.5638014
"5065",2003,6955,"Furto de Veículo","24/07/2003","A TARDE","Nao","R JOSE PEREIRA SOBRINHO, 0 JARDIM MUTINGA BARUERI SP",-23.5028068,-46.8165396
"5066",2003,6785,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","RUA GENERAL OSORIO, 247 CENTRO S.BERNARDO DO CAMPO SP",-23.7184546,-46.5485033
"5067",2003,3112,"Furto de Veículo","24/07/2003","A TARDE","Nao","R TREZE DE MAIO, 80 VILA GALVAO GUARULHOS SP",-23.4566364,-46.5655727
"5068",2003,951,"Furto de Veículo","24/07/2003","A TARDE","Nao","R CAMARGO, 184 PAULICEIA S.BERNARDO DO CAMPO SP",-23.6648461,-46.5958625
"5069",2003,2007,"Furto de Veículo","24/07/2003","PELA MANHA","Nao","R ALVARES CABRAL, 0 SERRARIA DIADEMA SP",-23.6927795,-46.607282
"5070",2003,5435,"Furto de Veículo","24/07/2003","A TARDE","Nao","R GUIRA ACANGATARA, 100 ENG. GOULART S.PAULO SP",-23.4987425,-46.5282073
"5071",2003,2305,"Furto de Veículo","24/07/2003","A TARDE","Nao","R NATAL, 61 B. SILVEIRA S.ANDRE SP",-23.6680675,-46.5160408
"5072",2003,4927,"Furto de Veículo","24/07/2003","A TARDE","Nao","R CAMARGO, 1100 PAULICEIA GR 7 S.BERNARDO DO CAMPO SP",-23.6704452,-46.592138
