"","ano","numero_bo","tipo","data_ocorrencia","periodo_ocorrencia","flagrante","endereco","latitude","longitude"
"1",2003,25,"Furto de Veículo","01/01/2003","DE MADRUGADA","Nao","RUA JOSE LAMBERTI, 213 JD.STO.ANDRE I SOROCABA SP",-23.457825,-47.4716057
"2",2003,8,"Furto de Veículo","01/01/2002","A TARDE","Nao","AV PEDRO ALVARES CABRAL, 1300 IBIRAPUERA S.PAULO SP",-23.5858839,-46.6563264
"3",2003,10,"Furto de Veículo","31/12/2002","A NOITE","Nao","AV DR ALBERTO DE OLIVEIRA LIMA, 182 REAL PARQUE S.PAULO SP",-23.6165434,-46.7041791
"4",2003,63,"Furto de Veículo","02/01/2003","PELA MANHA","Nao","RUA DR. NOGUEIRA MARTINS, 0 CENTRO SOROCABA SP",-23.500975,-47.4582857
"5",2003,23,"Furto de Veículo","31/12/2002","A TARDE","Nao","R ARNALDO JOAO, 375 VILA GERMAINE S.PAULO SP",-23.5205991,-46.509282
"6",2003,23,"Furto de Veículo","31/12/2002","A TARDE","Nao","R ARNALDO JOAO, 375 VILA GERMAINE S.PAULO SP",-23.5205991,-46.509282
"7",2003,17,"Furto de Veículo","02/01/2002","PELA MANHA","Nao","AV ANTONIO DE SOUZA NOSCHESE, 127 PQ CONTINENTAL SAO PAULO SP",-23.5463569,-46.7559205
"8",2003,16,"Furto de Veículo","31/12/2002","PELA MANHA","Nao","R NOVA CIDADE, 181 VL.OLIMPIA S.PAULO SP",-23.5980444,-46.6798497
"9",2003,21,"Furto de Veículo","03/01/2003","DE MADRUGADA","Nao","AV TORRES DE OLIVEIRA, 70 JAGUARE S.PAULO SP",-23.5508773,-46.7369434
"10",2003,19,"Furto de Veículo","03/01/2003","PELA MANHA","Nao","R CAP PINTO FERREIRA, 62 JD PAULISTA S.PAULO SP",-23.5715936,-46.6549015
"11",2003,23,"Furto de Veículo","30/12/2002","A TARDE","Nao","R FRANCA PINTO, 570 VILA MARIANA S.PAULO SP",-23.587505,-46.641911
"12",2003,109,"Furto de Veículo","03/01/2003","A TARDE","Nao","RUA SALDANHA DA GAMA, 0 CENTRO SOROCABA SP",-23.4966201,-47.4621083
"13",2003,123,"Furto de Veículo","04/01/2003","A NOITE","Nao","AVENIDA PARAGUAI, 0 VILA BARCELONA SOROCABA SP",-23.5120857,-47.4406414
"14",2003,44,"Furto de Veículo","04/01/2003","DE MADRUGADA","Nao","R RODOLFO TROPPMAIR, 20 JARDIM PAULISTA S.PAULO SP",-23.5769665,-46.6587846
"15",2003,150,"Furto de Veículo","04/01/2003","DE MADRUGADA","Nao","R. NICOLAU PERRELA, 393 V. PROGRESSO SOROCABA SP",-23.4803933,-47.4448883
"16",2003,49,"Furto de Veículo","04/01/2003","A TARDE","Nao","R SAID AIACH, 88 PARAISO S.PAULO SP",-23.5777057,-46.6460669
"17",2003,49,"Furto de Veículo","04/01/2002","A TARDE","Nao","AV DR GASTAO VIDIGAL, 400 CEASA S.PAULO SP",-23.533977,-46.73523
"18",2003,50,"Furto de Veículo","04/01/2002","A TARDE","Nao","AV DR GASTAO VIDIGAL, 400 CEASA S.PAULO SP",-23.533977,-46.73523
"19",2003,80,"Furto de Veículo","03/01/2003","A NOITE","Nao","R ENTRE RIOS, 9999 VILA BUENOS AIRES S.PAULO SP",-23.5087837,-46.5180982
"20",2003,174,"Furto de Veículo","04/01/2003","A NOITE","Nao","RUA OLIVEIRA CESAR, 335 VILA SANTANA SOROCABA SP",-23.486334,-47.4565641
"21",2003,82,"Furto de Veículo","04/01/2003","A NOITE","Nao","R AUGUSTO CORREA LEITE, 470 ENGENHEIRO GOULART S.PAULO SP",-23.5002741,-46.5174278
"22",2003,85,"Furto de Veículo","04/01/2003","A NOITE","Nao","R CUMANAXOS, 236 PENHA S.PAULO SP",-23.518542,-46.5325906
"23",2003,56,"Furto de Veículo","04/01/2002","A NOITE","Nao","R PROF CELSO QUIRINO DOS SANTOS, 76 SAO FRANCISCO S.PAULO SP",-23.5602539,-46.7498822
"24",2003,57,"Furto de Veículo","04/01/2003","A NOITE","Nao","R FLORESTO BANDECCHI, 50 JAGUARE S.PAULO SP",-23.5454451,-46.7514434
"25",2003,191,"Furto de Veículo","05/01/2003","DE MADRUGADA","Nao","RUA ARTUR GOMES FR OBJETIVO, 0 CENTRO SOROCABA SP",-23.5033206,-47.463743
"26",2003,203,"Furto de Veículo","05/01/2003","PELA MANHA","Nao","VILA JARDINI, 1 VILA JARDINI SOROCABA SP",-23.5107186,-47.4765834
"27",2003,234,"Furto de Veículo","06/01/2003","EM HORA INCERTA","Nao","RUA RIACHUELO, 0 VERGUEIRO SOROCABA SP",-23.5057994,-47.4584244
"28",2003,64,"Furto de Veículo","06/01/2003","PELA MANHA","Nao","AV BRIGADEIRO FARIA LIMA, 2230 JARDIM PAULISTANO S.PAULO SP",-23.5761248,-46.6876871
"29",2003,98,"Furto de Veículo","06/01/2003","A TARDE","Nao","AV ENG LUIS CARLOS BERRINI, 1700 BROOKLIN S.PAULO SP",-23.6114806,-46.6955794
"30",2003,129,"Furto de Veículo","06/01/2003","A TARDE","Nao","R VERA, 351 VILA MARIETA S.PAULO SP",-23.518284,-46.5175777
"31",2003,89,"Furto de Veículo","06/01/2002","A TARDE","Nao","R CAP CAVALCANTI, 0 VILA MARIANA S.PAULO SP",-23.5886961,-46.6354905
"32",2003,91,"Furto de Veículo","06/01/2002","A NOITE","Nao","R ARTUR DE ALMEIDA, 158 VILA MARIANA S.PAULO SP",-23.580365,-46.6464859
"33",2003,115,"Furto de Veículo","03/01/2003","A NOITE","Nao","R DOMINGOS PIRES, 151 MORUMBI S.PAULO SP",-23.6024728,-46.726937
"34",2003,115,"Furto de Veículo","03/01/2003","A NOITE","Nao","R DOMINGOS PIRES, 151 MORUMBI S.PAULO SP",-23.6024728,-46.726937
"35",2003,87,"Furto de Veículo","07/01/2003","DE MADRUGADA","Nao","AV NOSSA SENHORA DA ASSUNCAO, 193 JD. BONFIGLIOLI S.PAULO SP",-23.5743215,-46.7420313
"36",2003,89,"Furto de Veículo","07/01/2003","DE MADRUGADA","Nao","R IBIAPINOPOLIS, 0 JD. PAULISTA S.PAULO SP",-23.5715652,-46.6949368
"37",2003,90,"Furto de Veículo","07/01/2003","PELA MANHA","Nao","R ARI APS, 196 BUTANTA S.PAULO SP",-23.5847479,-46.7411986
"38",2003,103,"Furto de Veículo","07/01/2003","A TARDE","Nao","R DESEM ELISEU GUILHERME, 123 PARAISO S.PAULO SP",-23.5727937,-46.643767
"39",2003,78,"Furto de Veículo","07/01/2003","A TARDE","Nao","R LINO COUTINHO, 0 IPIRANGA S.PAULO SP",-23.5831762,-46.6032981
"40",2003,292,"Furto de Veículo","07/01/2003","A TARDE","Nao","RUA AQUIDABAN, 0 CENTRO SOROCABA SP",-23.5050777,-47.4643308
"41",2003,83,"Furto de Veículo","07/01/2003","A TARDE","Nao","R CONEGO XAVIER, 14 HELIOPOLIS S.PAULO SP",-23.6069363,-46.5933612
"42",2003,112,"Furto de Veículo","07/01/2003","A NOITE","Nao","R EULO MARONI, 100 JAGUARE S.PAULO SP",-23.5516252,-46.7474824
"43",2003,150,"Furto de Veículo","07/01/2003","A NOITE","Nao","R GOMES DE CARVALHO, 1136 VILA OLIMPIA S.PAULO SP",-23.597594,-46.6840456
"44",2003,116,"Furto de Veículo","08/01/2003","PELA MANHA","Nao","R MARSELHA, 650 JAGUARE S.PAULO SP",-23.5444518,-46.7459869
"45",2003,152,"Furto de Veículo","08/01/2003","DE MADRUGADA","Nao","R PORTO MARTINS, 794 BROOKLIN S.PAULO SP",-23.6000133,-46.6864818
"46",2003,127,"Furto de Veículo","08/01/2003","PELA MANHA","Nao","R RIO GRANDE, 821 VILA MARIANA S.PAULO SP",-23.5915266,-46.6405343
"47",2003,89,"Furto de Veículo","08/01/2003","DE MADRUGADA","Nao","R AURIVERDE, 166 VILA INDEPENCIA S.PAULO SP",-23.5900423,-46.595694
"48",2003,134,"Furto de Veículo","08/01/2003","PELA MANHA","Nao","R SUD MENNUCI, 70 VILA MARIANA S.PAULO SP",-23.5872817,-46.6362894
"49",2003,137,"Furto de Veículo","08/01/2003","A TARDE","Nao","R AZEVEDO MACEDO, 92 VILA MARIANA S.PAULO SP",-23.5810874,-46.6406936
"50",2003,189,"Furto de Veículo","08/01/2003","PELA MANHA","Nao","AV AMADOR BUENO DA VEIGA, 4222 PENHA S.PAULO SP",-23.5155208,-46.5077832
"51",2003,192,"Furto de Veículo","08/01/2003","A TARDE","Nao","R BOAVENTURA RODRIGUES DA SILVA, 99999 ERMELINO MATARAZZO S.PAULO SP",-23.5030547,-46.4897038
"52",2003,137,"Furto de Veículo","08/01/2003","PELA MANHA","Nao","R TIAGEM, 101 JAGUARE S.PAULO SP",-23.5490702,-46.7473419
"53",2003,140,"Furto de Veículo","08/01/2003","PELA MANHA","Nao","R TIAGEM, 101 JAGUARE S.PAULO SP",-23.5490702,-46.7473419
"54",2003,151,"Furto de Veículo","08/01/2003","A NOITE","Nao","AV DR CANDIDO MOTA FILHO, 46 VILA SAO FRANCISCO S.PAULO SP",-23.557119,-46.7501224
"55",2003,206,"Furto de Veículo","08/01/2003","A NOITE","Nao","AV DR ASSIS RIBEIRO, 3460 ENGENHEIRO GOULART S.PAULO SP",-23.4990515,-46.5205979
"56",2003,158,"Furto de Veículo","07/01/2003","EM HORA INCERTA","Nao","R ANGELINA MAFEI VITA, 493 JD. PAULISTANO S.PAULO SP",-23.5798983,-46.6909027
"57",2003,212,"Furto de Veículo","09/01/2003","DE MADRUGADA","Nao","AV MUNICIPAL, 2270 VILA RE S.PAULO SP",-23.5287307,-46.4945887
"58",2003,189,"Furto de Veículo","07/01/2003","A NOITE","Nao","R GOMES DE CARVALHO, 1136 VILA OLIMPIA S.PAULO SP",-23.597594,-46.6840456
"59",2003,162,"Furto de Veículo","04/01/2002","A TARDE","Nao","AV DR GASTAO VIDIGAL, 400 CEASA S.PAULO SP",-23.533977,-46.73523
"60",2003,222,"Furto de Veículo","09/01/2003","A TARDE","Nao","R ITINGUCU, 200 VILA RE S.PAULO SP",-23.5234203,-46.5129156
"61",2003,175,"Furto de Veículo","09/01/2003","A TARDE","Nao","R SERIDO, 0 ITAIM BIBI S.PAULO SP",-23.5821569,-46.6903475
"62",2003,184,"Furto de Veículo","10/01/2002","DE MADRUGADA","Nao","R HUMBERTO I, 598 VILA MARIANA S.PAULO SP",-23.5853969,-46.6419187
"63",2003,195,"Furto de Veículo","06/01/2003","A TARDE","Nao","R MANOEL DA NOBREGA, 500 PARAISO S.PAULO SP",-23.571626,-46.6513186
"64",2003,180,"Furto de Veículo","10/01/2003","PELA MANHA","Nao","AV BOLONHA, 564 JAGUARE S.PAULO SP",-23.548692,-46.7439451
"65",2003,200,"Furto de Veículo","10/01/2003","A TARDE","Nao","R DR RAFAEL DE BARROS, 9 PARAISO S.PAULO SP",-23.5719949,-46.6445084
"66",2003,240,"Furto de Veículo","10/01/2003","PELA MANHA","Nao","R DO ROCIO, 180 VILA OLIMPIA S.PAULO SP",-23.5939147,-46.6855948
"67",2003,215,"Furto de Veículo","10/01/2003","A TARDE","Nao","R MARIANA CORREIA, 243 ITAIM BIBI S.PAULO SP",-23.5729462,-46.6847704
"68",2003,263,"Furto de Veículo","11/01/2003","DE MADRUGADA","Nao","R DOS PROFESSORES, 160 ENG. GOULART S.PAULO SP",-23.5040238,-46.5216733
"69",2003,226,"Furto de Veículo","10/01/2003","DE MADRUGADA","Nao","R CRISTIANO VIANA, 390 PINHEIROS S.PAULO SP",-23.5593378,-46.6769583
"70",2003,274,"Furto de Veículo","11/01/2003","PELA MANHA","Nao","R PIQUINHU, 349 VILA RE S.PAULO SP",-23.5262039,-46.5049997
"71",2003,275,"Furto de Veículo","11/01/2003","PELA MANHA","Nao","R GUARANESIA, 268 VILA GRANADA S.PAULO SP",-23.5251768,-46.5113513
"72",2003,232,"Furto de Veículo","11/01/2003","EM HORA INCERTA","Nao","R PROF ATILIO INNOCENTI, 1003 ITAIM BIBI S.PAULO SP",-23.5960253,-46.6784949
"73",2003,285,"Furto de Veículo","11/01/2003","A NOITE","Nao","R PASTORIL DE ITAPETINGA, 240 VILA SILVIA S.PAULO SP",-23.5033762,-46.5058789
"74",2003,124,"Furto de Veículo","11/01/2003","A NOITE","Nao","R BARAO DO RIO PRATA, 180 SACOMA S.PAULO SP",-23.6070182,-46.5950506
"75",2003,281,"Furto de Veículo","11/01/2003","A NOITE","Nao","ECA DE QUEIROZ, 527 VILA MARIANA S.PAULO SP",-23.5801889,-46.6456956
"76",2003,289,"Furto de Veículo","12/01/2003","DE MADRUGADA","Nao","AV SAO MIGUEL, 3500 VILA CONSTANCIA S.PAULO SP",-23.6696705,-46.6701097
"77",2003,131,"Furto de Veículo","12/01/2003","DE MADRUGADA","Nao","R MURIAE, 187 VILA DAO PEDRO S.PAULO SP",-23.6045823,-46.6127274
"78",2003,219,"Furto de Veículo","12/01/2003","A TARDE","Nao","AV DO RIO PEQUENO, 190 RIO PEQUENO S.PAULO SP",-23.5632969,-46.7484228
"79",2003,221,"Furto de Veículo","14/12/2002","A TARDE","Nao","AV JAGUARE, 403 JAGUARE S.PAULO SP",-23.5563924,-46.744361
"80",2003,253,"Furto de Veículo","11/01/2003","A NOITE","Nao","R FUNCHAL, 0 VILA OLIMPIA S.PAULO SP",-23.5924454,-46.6866324
"81",2003,234,"Furto de Veículo","12/01/2003","A TARDE","Nao","R ABILIO SOARES, 666 PARAISO S.PAULO SP",-23.5753655,-46.6476449
"82",2003,306,"Furto de Veículo","12/01/2003","A TARDE","Nao","R SAO SERAPIAO, 641 VILA RE S.PAULO SP",-23.5253989,-46.497836
"83",2003,227,"Furto de Veículo","12/01/2003","A NOITE","Nao","R ANTONIO OLIVIO RODRIGUES, 70 V. SAO FRANCISCO S.PAULO SP",-23.5592425,-46.7502318
"84",2003,312,"Furto de Veículo","12/01/2003","A NOITE","Nao","AV SAO MIGUEL, 962 VILA BUENOS AIRES S.PAULO SP",-23.5163178,-46.5185658
"85",2003,307,"Furto de Veículo","12/01/2003","EM HORA INCERTA","Nao","R ARIZONA, 935 BROOKLIN S.PAULO SP",-23.6127517,-46.6904452
"86",2003,137,"Furto de Veículo","13/01/2003","PELA MANHA","Nao","R MACAXAS, 580 IPIRANGA S.PAULO SP",-23.6079797,-46.609734
"87",2003,252,"Furto de Veículo","13/01/2003","A TARDE","Nao","AV IBIJAU, 45 MONCOES S.PAULO SP",-23.6086142,-46.6971719
"88",2003,379,"Furto de Veículo","13/01/2003","A TARDE","Nao","RUA IMPERATRIZ LEOPOLDINA, 0 VILA JARDINI SOROCABA SP",-23.5053868,-47.4713835
"89",2003,285,"Furto de Veículo","13/01/2003","A TARDE","Nao","R IRLANDA, 18 JARDIM EUROPA S.PAULO SP",-23.5754065,-46.6821834
"90",2003,260,"Furto de Veículo","13/01/2003","A NOITE","Nao","R DR JOSE DE QUEIROS ARANHA, 155 ACLIMACAO S.PAULO SP",-23.5805684,-46.6370317
"91",2003,333,"Furto de Veículo","13/01/2003","A NOITE","Nao","R GARARU, 0 VL NOVA CONCEICAO S.PAULO SP",-23.596595,-46.667443
"92",2003,264,"Furto de Veículo","13/01/2003","A NOITE","Nao","R DR EDUARDO MARTINELLI, 30 VILA MARIANA S.PAULO SP",-23.5797608,-46.6407021
"93",2003,355,"Furto de Veículo","13/01/2003","A NOITE","Nao","R OLHO D'AGUA DO BORGES, 0 VL. NOVA SILVIA S.PAULO SP",-23.4950492,-46.5085142
"94",2003,364,"Furto de Veículo","14/01/2003","EM HORA INCERTA","Nao","R BEZERROS, 14 JD. DANFER S.PAULO SP",-23.5016635,-46.5007559
"95",2003,356,"Furto de Veículo","14/01/2003","A TARDE","Nao","R MIGUEL SUTIL, 562 BROOKLIN S.PAULO SP",-23.6153587,-46.6923935
"96",2003,274,"Furto de Veículo","14/01/2003","PELA MANHA","Nao","R PELOTAS, 472 VILA MARIANA S.PAULO SP",-23.5826527,-46.6473086
"97",2003,277,"Furto de Veículo","14/01/2003","A TARDE","Nao","RUA SARGENTO MARIO COSEL JUNIOR, 9999 PARAISO S.PAULO SP",-23.5793578,-46.6578104
"98",2003,280,"Furto de Veículo","14/01/2003","A TARDE","Nao","R JOAQUIM TAVORA, 651 VILA MARIANA S.PAULO SP",-23.5851775,-46.6389886
"99",2003,283,"Furto de Veículo","14/01/2003","A TARDE","Nao","R BENITO JUAREZ, 84 VILA MARIANA S.PAULO SP",-23.5844976,-46.6414234
"100",2003,325,"Furto de Veículo","14/01/2003","A NOITE","Nao","R MARIANA CORREIA, 542 JARDIM PAULISTANO S.PAULO SP",-23.5705187,-46.6860643
"101",2003,324,"Furto de Veículo","14/01/2003","PELA MANHA","Nao","R MARIANA CORREIA, 577 JARDIM PAULISTANO S.PAULO SP",-23.5702745,-46.6863843
"102",2003,382,"Furto de Veículo","13/01/2003","DE MADRUGADA","Nao","R SANTO HENRIQUE, 180 VL.MATILDE S.PAULO SP",-23.5288907,-46.5011059
"103",2003,332,"Furto de Veículo","14/01/2003","A NOITE","Nao","R SABARA, 318 HIGIENOPOLIS S.PAULO SP",-23.5462333,-46.6546905
"104",2003,274,"Furto de Veículo","14/01/2002","A NOITE","Nao","R DEOLINDA RODRIGUES, 265 JD. ESTER S.PAULO SP",-23.5827983,-46.7658692
"105",2003,165,"Furto de Veículo","14/01/2003","DE MADRUGADA","Nao","R LUIS PASQUALE NETO, 183 SAO JOAO CLIMACO S.PAULO SP",-23.6238532,-46.5893663
"106",2003,388,"Furto de Veículo","15/01/2003","PELA MANHA","Nao","R JACOME TELES DE MENEZES, 604 JD. PENHA S.PAULO SP",-23.501298,-46.4915005
"107",2003,277,"Furto de Veículo","15/01/2003","DE MADRUGADA","Nao","R JOSE PEREIRA DE CARVALHO, 101 JAGUARE S.PAULO SP",-23.5540368,-46.7488069
"108",2003,279,"Furto de Veículo","15/01/2003","PELA MANHA","Nao","R MARIA BONILHA JORDAO, 10 BUTANTA S.PAULO SP",-23.5737863,-46.7344452
"109",2003,284,"Furto de Veículo","15/01/2003","PELA MANHA","Nao","R IREDE DE MATTOS ALONSO, 150 JAGUARE S.PAULO SP",-23.5552842,-46.7478871
"110",2003,343,"Furto de Veículo","15/01/2003","A TARDE","Nao","AV BRIGADEIRO FARIA LIMA, 1744 ITAIM BIBI S.PAULO SP",-23.5729143,-46.6901076
"111",2003,399,"Furto de Veículo","15/01/2003","PELA MANHA","Nao","R BURITI ALEGRE, 99999 VILA RE S.PAULO SP",-23.5290058,-46.5013595
"112",2003,384,"Furto de Veículo","14/01/2003","A NOITE","Nao","AL DOS ARAPANES, 620 MOEMA S.PAULO SP",-23.6034777,-46.6640358
"113",2003,411,"Furto de Veículo","14/01/2003","A NOITE","Nao","R SANTA TEREZA DO BONITO, 173 VILA BUENOS AIRES S.PAULO SP",-23.513411,-46.5140117
"114",2003,181,"Furto de Veículo","15/01/2003","A TARDE","Nao","R PADRE SEGUNDO, 29 HELIOPOLIS S.PAULO SP",-23.6124058,-46.591878
"115",2003,296,"Furto de Veículo","15/01/2003","A NOITE","Nao","AV IMPERATRIZ LEOPOLDINA, 1415 CEAGESP S.PAULO SP",-23.5279884,-46.7333813
"116",2003,406,"Furto de Veículo","15/01/2003","A NOITE","Nao","R INDIANA, 1392 BRROKLIN S.PAULO SP",-23.6064369,-46.6896664
"117",2003,414,"Furto de Veículo","16/01/2003","PELA MANHA","Nao","R HENRIQUE FISCHER, 0 BROOKLIN S.PAULO SP",-23.6193756,-46.6965992
"118",2003,322,"Furto de Veículo","16/01/2003","PELA MANHA","Nao","R ABILIO SOARES, 639 PARAISO S.PAULO SP",-23.5753913,-46.6477096
"119",2003,327,"Furto de Veículo","16/01/2003","PELA MANHA","Nao","R AMBROSINA DE MACEDO, 107 VL MARIANA S.PAULO SP",-23.5818199,-46.6419196
"120",2003,327,"Furto de Veículo","16/01/2003","PELA MANHA","Nao","R AMBROSINA DE MACEDO, 107 VL MARIANA S.PAULO SP",-23.5818199,-46.6419196
"121",2003,376,"Furto de Veículo","16/01/2003","A TARDE","Nao","R HOLANDA, 99 JARDIM EUROPA S.PAULO SP",-23.5743547,-46.6739729
"122",2003,306,"Furto de Veículo","16/01/2003","A TARDE","Nao","R MONTE VERDE, 16 JAGUARE S.PAULO SP",-23.5400262,-46.7447253
"123",2003,379,"Furto de Veículo","16/01/2003","A TARDE","Nao","R HENRIQUE MARTINS, 138 JARDIM PAULISTA S.PAULO SP",-23.5855289,-46.6647706
"124",2003,380,"Furto de Veículo","16/01/2003","A TARDE","Nao","R ANGELINA MAFEI VITA, 2232 JD. PAULISTA S.PAULO SP",-23.5791142,-46.6899181
"125",2003,381,"Furto de Veículo","16/01/2003","PELA MANHA","Nao","R GRECIA, 500 ITAIM BIBI S.PAULO SP",-23.5752152,-46.6871811
"126",2003,441,"Furto de Veículo","16/01/2003","A TARDE","Nao","AL VICENTE PINZON, 170 BROOKLIN S.PAULO SP",-23.5970476,-46.6870143
"127",2003,448,"Furto de Veículo","16/01/2003","A NOITE","Nao","R ALVARO RODRIGUES, 972 VILA CORDEIRO S.PAULO SP",-23.6175028,-46.6932429
"128",2003,451,"Furto de Veículo","16/01/2003","A TARDE","Nao","AV ENG LUIS CARLOS BERRINI, 200 BROOKLIN S.PAULO SP",-23.5997745,-46.6912538
"129",2003,449,"Furto de Veículo","16/01/2003","EM HORA INCERTA","Nao","AV AMADOR BUENO DA VEIGA, 4424 JD.POPULAR S.PAULO SP",-23.514424,-46.5061133
"130",2003,455,"Furto de Veículo","16/01/2003","A NOITE","Nao","R PENSILVANIA, 370 BROOKLIN S.PAULO SP",-23.6142731,-46.6833147
"131",2003,452,"Furto de Veículo","16/01/2003","A NOITE","Nao","R ENTRE RIOS, 300 CANGAIBA S.PAULO SP",-23.5089995,-46.5179937
"132",2003,453,"Furto de Veículo","17/01/2003","DE MADRUGADA","Nao","R PASTORIL DE ITAPETINGA, 848 JD. DANFER S.PAULO SP",-23.5016156,-46.501577
"133",2003,454,"Furto de Veículo","17/01/2003","DE MADRUGADA","Nao","R SAO SEVERO, 408 VILA RE S.PAULO SP",-23.5277268,-46.4950762
"134",2003,459,"Furto de Veículo","17/01/2003","DE MADRUGADA","Nao","R CASA DO ATOR, 1000 BROOKLIN S.PAULO SP",-23.5969826,-46.6826547
"135",2003,394,"Furto de Veículo","17/01/2003","DE MADRUGADA","Nao","R PEQUETITA, 200 VILA OLIMPIA S.PAULO SP",-23.5922365,-46.6858325
"136",2003,455,"Furto de Veículo","16/01/2003","A TARDE","Nao","R ITINGUCU, 24 VILA RE S.PAULO SP",-23.5231524,-46.5146668
"137",2003,322,"Furto de Veículo","12/01/2003","A TARDE","Nao","AV DO RIO PEQUENO, 190 RIO PEQUENO S.PAULO SP",-23.5632969,-46.7484228
"138",2003,204,"Furto de Veículo","17/01/2003","DE MADRUGADA","Nao","R FRANCISCO MEIRELLES, 19 MOINHO VELHO S.PAULO SP",-23.6053251,-46.6022316
"139",2003,459,"Furto de Veículo","17/01/2003","A TARDE","Nao","R DONA CECILIA SANTANA, 286 VILA MARIETA S.PAULO SP",-23.5186061,-46.5178186
"140",2003,328,"Furto de Veículo","17/01/2003","PELA MANHA","Nao","AV GAL MAC ARTHUR, 1684 JAGUARE S.PAULO SP",-23.5529492,-46.7558451
"141",2003,354,"Furto de Veículo","17/01/2003","A TARDE","Nao","R HUMBERTO I, 740 VILA MARIANA S.PAULO SP",-23.5864908,-46.6412551
"142",2003,360,"Furto de Veículo","17/01/2003","A NOITE","Nao","R AFONSO DE FREITAS, 550 PARAISO S.PAULO SP",-23.5761031,-46.6470528
"143",2003,425,"Furto de Veículo","17/01/2003","PELA MANHA","Nao","R ANGELINA MAFEI VITA, 200 JD.PAULISTANO S.PAULO SP",-23.5783466,-46.6887131
"144",2003,426,"Furto de Veículo","16/01/2003","A NOITE","Nao","R TABAPUA, 200 ITAIM BIBI S.PAULO SP",-23.5820593,-46.6724404
"145",2003,473,"Furto de Veículo","17/01/2003","A NOITE","Nao","AV ALFREDO RIBEIRO DE CASTRO, 111 CANGAIBA S.PAULO SP",-23.5043388,-46.519169
"146",2003,475,"Furto de Veículo","17/01/2003","A NOITE","Nao","R JACOME TELES DE MENEZES, 254 JARDIM PENHA S.PAULO SP",-23.5044301,-46.4922323
"147",2003,341,"Furto de Veículo","17/01/2003","A NOITE","Nao","AV DR CANDIDO MOTA FILHO, 183 VL SAO FRANCISCO S.PAULO SP",-23.5570566,-46.7515492
"148",2003,504,"Furto de Veículo","17/01/2003","A NOITE","Nao","AV NOVA INDEPENDENCIA, 90 BROOKLIN S.PAULO SP",-23.6073899,-46.6923822
"149",2003,439,"Furto de Veículo","18/01/2003","DE MADRUGADA","Nao","R CASA DO ATOR, 761 VILA OLIMPIA S.PAULO SP",-23.5982676,-46.6807505
"150",2003,350,"Furto de Veículo","18/01/2003","PELA MANHA","Nao","R EULO MARONI, 170 JAGUARE S.PAULO SP",-23.5513203,-46.7471634
"151",2003,351,"Furto de Veículo","18/01/2003","PELA MANHA","Nao","R EULO MARONI, 170 JAGUARE S.PAULO SP",-23.5513203,-46.7471634
"152",2003,457,"Furto de Veículo","18/01/2003","A NOITE","Nao","R BANDEIRA PAULISTA, 0 ITAIM BIBI S.PAULO SP",-23.5796402,-46.6776023
"153",2003,522,"Furto de Veículo","18/01/2003","A NOITE","Nao","R MIN JOSE GALLOTTI, 210 BROOKLIN S.PAULO SP",-23.6211017,-46.6854955
"154",2003,499,"Furto de Veículo","18/01/2003","A NOITE","Nao","R ARTHUR FRIEDENREICH, 183 VILA RIO BRANCO S.PAULO SP",-23.5130213,-46.4979991
"155",2003,382,"Furto de Veículo","18/01/2003","A NOITE","Nao","R AUREA, 169 VILA MARIANA S.PAULO SP",-23.5858456,-46.6459639
"156",2003,364,"Furto de Veículo","18/01/2003","A NOITE","Nao","R EVA TERPINS, 18 PQ. CONTINENTAL S.PAULO SP",-23.5472187,-46.7581125
"157",2003,502,"Furto de Veículo","18/01/2003","A NOITE","Nao","R SINANDUVA, 600 PENHA S.PAULO SP",-23.5179798,-46.5221852
"158",2003,383,"Furto de Veículo","19/01/2003","DE MADRUGADA","Nao","R JOAQUIM TAVORA, 800 VILA MARIANA S.PAULO SP",-23.585646,-46.6401534
"159",2003,506,"Furto de Veículo","19/01/2003","DE MADRUGADA","Nao","R RAIMUNDO MACHADO, 171 ALTO DA PONTE RASA S.PAULO SP",-23.5111957,-46.4825512
"160",2003,368,"Furto de Veículo","19/01/2003","PELA MANHA","Nao","R ARTUR SOTER LOPES DA SILVA, 412 BUTANTA S.PAULO SP",-23.57168,-46.7536973
"161",2003,390,"Furto de Veículo","19/01/2003","A TARDE","Nao","AV PEDRO ALVARES CABRAL, 99999 IBIRAPUERA S.PAULO SP",-23.588627,-46.652441
"162",2003,510,"Furto de Veículo","18/01/2003","A NOITE","Nao","R ARTHUR FRIEDENREICH, 183 VILA RIO BRANCO S.PAULO SP",-23.5130213,-46.4979991
"163",2003,394,"Furto de Veículo","19/01/2003","A NOITE","Nao","AV PEDRO ALVARES CABRAL, 1301 IBIRAPUERA S.PAULO SP",-23.5889906,-46.6509962
"164",2003,375,"Furto de Veículo","19/01/2003","A NOITE","Nao","R DR AIRES MARTINS TORRES, 40 JAGUARE S.PAULO SP",-23.55439,-46.7566663
"165",2003,517,"Furto de Veículo","19/01/2003","A NOITE","Nao","R JULIO RINALDI, 150 VILA ESPERANCA S.PAULO SP",-23.5201129,-46.5305309
"166",2003,244,"Furto de Veículo","20/01/2003","DE MADRUGADA","Nao","R CEL SILVA CASTRO, 42 HELIOPOLIS S.PAULO SP",-23.6039829,-46.5972999
